"Region/Province","Item","Year","Value (Reported value — see source for units)","Source status","Release","Source"
"..Camarines Norte b/","Magnitude of Poor Population Estimate","2006","217410.2","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Norte b/","Magnitude of Poor Population Estimate","2009","227105.4","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Norte b/","Magnitude of Poor Population Estimate","2012","160390","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Norte b/","Magnitude of Poor Population Estimate","2015","237712.4","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Annual Per Capita Poverty Threshold  (in Pesos)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Annual Per Capita Poverty Threshold  (in Pesos)","2006","13492.0874639888","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Annual Per Capita Poverty Threshold  (in Pesos)","2009","17222.8467032079","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Annual Per Capita Poverty Threshold  (in Pesos)","2012","18716.5996893643","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Annual Per Capita Poverty Threshold  (in Pesos)","2015","22154","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Poverty Incidence among Population Estimate (%)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Poverty Incidence among Population Estimate (%)","2006","47.84862","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Poverty Incidence among Population Estimate (%)","2009","47.93634","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Poverty Incidence among Population Estimate (%)","2012","41.163","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Poverty Incidence among Population Estimate (%)","2015","35.22938","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Coefficient of Variation","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Coefficient of Variation","2006","6.232287","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Coefficient of Variation","2009","7.074227","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Coefficient of Variation","2012","10.97577","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Coefficient of Variation","2015","11.65241","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Magnitude of Poor Population Estimate","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Magnitude of Poor Population Estimate","2006","815084.2","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Magnitude of Poor Population Estimate","2009","855073.9","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Magnitude of Poor Population Estimate","2012","771983.7","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Camarines Sur","Magnitude of Poor Population Estimate","2015","665164.8","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Annual Per Capita Poverty Threshold  (in Pesos)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Annual Per Capita Poverty Threshold  (in Pesos)","2006","13368.9460117428","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Annual Per Capita Poverty Threshold  (in Pesos)","2009","17056.5516253759","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Annual Per Capita Poverty Threshold  (in Pesos)","2012","18303.3509952742","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Annual Per Capita Poverty Threshold  (in Pesos)","2015","21660","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Poverty Incidence among Population Estimate (%)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Poverty Incidence among Population Estimate (%)","2006","41.40961","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Poverty Incidence among Population Estimate (%)","2009","29.10065","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Poverty Incidence among Population Estimate (%)","2012","33.79586","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Poverty Incidence among Population Estimate (%)","2015","43.35849","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Coefficient of Variation","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Coefficient of Variation","2006","24.3531","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Coefficient of Variation","2009","28.51573","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Coefficient of Variation","2012","25.94638","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Coefficient of Variation","2015","2.921044","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Magnitude of Poor Population Estimate","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Magnitude of Poor Population Estimate","2006","91033.2","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Magnitude of Poor Population Estimate","2009","65268.12","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Magnitude of Poor Population Estimate","2012","86574.22","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Catanduanes","Magnitude of Poor Population Estimate","2015","129486.3","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Annual Per Capita Poverty Threshold  (in Pesos)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Annual Per Capita Poverty Threshold  (in Pesos)","2006","12866.4327652871","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Annual Per Capita Poverty Threshold  (in Pesos)","2009","16415.4231705571","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Annual Per Capita Poverty Threshold  (in Pesos)","2012","17486.9683517113","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Annual Per Capita Poverty Threshold  (in Pesos)","2015","20406","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Poverty Incidence among Population Estimate (%)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Poverty Incidence among Population Estimate (%)","2006","53.56659","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Poverty Incidence among Population Estimate (%)","2009","56.32659","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Poverty Incidence among Population Estimate (%)","2012","51.32306","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Poverty Incidence among Population Estimate (%)","2015","45.44245","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Coefficient of Variation","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Coefficient of Variation","2006","9.03301","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Coefficient of Variation","2009","7.759329","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Coefficient of Variation","2012","10.0947","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Coefficient of Variation","2015","12.42443","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Magnitude of Poor Population Estimate","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Magnitude of Poor Population Estimate","2006","434050.3","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Magnitude of Poor Population Estimate","2009","481921.3","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Magnitude of Poor Population Estimate","2012","448333.3","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Masbate","Magnitude of Poor Population Estimate","2015","424567.6","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Annual Per Capita Poverty Threshold  (in Pesos)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Annual Per Capita Poverty Threshold  (in Pesos)","2006","12905.1100348227","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Annual Per Capita Poverty Threshold  (in Pesos)","2009","16484.0358129138","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Annual Per Capita Poverty Threshold  (in Pesos)","2012","17534.6555921524","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Annual Per Capita Poverty Threshold  (in Pesos)","2015","20480","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Poverty Incidence among Population Estimate (%)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Poverty Incidence among Population Estimate (%)","2006","41.15104","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Poverty Incidence among Population Estimate (%)","2009","39.28132","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Poverty Incidence among Population Estimate (%)","2012","40.67276","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Poverty Incidence among Population Estimate (%)","2015","41.28886","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Coefficient of Variation","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Coefficient of Variation","2006","10.94132","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Coefficient of Variation","2009","9.184711","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Coefficient of Variation","2012","12.45369","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Coefficient of Variation","2015","17.70801","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Magnitude of Poor Population Estimate","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Magnitude of Poor Population Estimate","2006","287944.2","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Magnitude of Poor Population Estimate","2009","275807.9","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Magnitude of Poor Population Estimate","2012","297931.3","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Sorsogon","Magnitude of Poor Population Estimate","2015","375178.1","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Annual Per Capita Poverty Threshold  (in Pesos)","1991","5579.6522741712","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Annual Per Capita Poverty Threshold  (in Pesos)","2006","12684.2547676399","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Annual Per Capita Poverty Threshold  (in Pesos)","2009","15971.3916124707","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Annual Per Capita Poverty Threshold  (in Pesos)","2012","18028.9745522067","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Annual Per Capita Poverty Threshold  (in Pesos)","2015","21070","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Poverty Incidence among Population Estimate (%)","1991","39.55503","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Poverty Incidence among Population Estimate (%)","2006","29.0808","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Poverty Incidence among Population Estimate (%)","2009","30.80037","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Poverty Incidence among Population Estimate (%)","2012","29.13528","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Poverty Incidence among Population Estimate (%)","2015","22.43389","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Coefficient of Variation","1991","4.709223","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Coefficient of Variation","2006","6.02047","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Coefficient of Variation","2009","5.874078","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Coefficient of Variation","2012","5.917222","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Coefficient of Variation","2015","10.62701","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Magnitude of Poor Population Estimate","1991","2256410","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Magnitude of Poor Population Estimate","2006","1942554","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Magnitude of Poor Population Estimate","2009","2110806","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Magnitude of Poor Population Estimate","2012","2088471","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region VI","Magnitude of Poor Population Estimate","2015","1728397","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Annual Per Capita Poverty Threshold  (in Pesos)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Annual Per Capita Poverty Threshold  (in Pesos)","2006","13235.1238722612","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Annual Per Capita Poverty Threshold  (in Pesos)","2009","16757.8691106974","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Annual Per Capita Poverty Threshold  (in Pesos)","2012","17706.87383646","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Annual Per Capita Poverty Threshold  (in Pesos)","2015","21387","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Poverty Incidence among Population Estimate (%)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Poverty Incidence among Population Estimate (%)","2006","41.77506","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Poverty Incidence among Population Estimate (%)","2009","44.71313","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Poverty Incidence among Population Estimate (%)","2012","24.96618","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Poverty Incidence among Population Estimate (%)","2015","14.9334","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Coefficient of Variation","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Coefficient of Variation","2006","14.01729","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Coefficient of Variation","2009","15.85696","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Coefficient of Variation","2012","23.78147","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Coefficient of Variation","2015","10.36332","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Magnitude of Poor Population Estimate","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Magnitude of Poor Population Estimate","2006","207009.2","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Magnitude of Poor Population Estimate","2009","219710.9","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Magnitude of Poor Population Estimate","2012","136917.3","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aklan","Magnitude of Poor Population Estimate","2015","67198.65","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Antique b/","Annual Per Capita Poverty Threshold  (in Pesos)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Antique b/","Annual Per Capita Poverty Threshold  (in Pesos)","2006","13496.5618933159","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Antique b/","Annual Per Capita Poverty Threshold  (in Pesos)","2009","17050.2583284559","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Antique b/","Annual Per Capita Poverty Threshold  (in Pesos)","2012","17159.9169411428","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Antique b/","Annual Per Capita Poverty Threshold  (in Pesos)","2015","20382","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Antique b/","Poverty Incidence among Population Estimate (%)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Antique b/","Poverty Incidence among Population Estimate (%)","2006","51.60506","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Antique b/","Poverty Incidence among Population Estimate (%)","2009","44.25335","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Antique b/","Poverty Incidence among Population Estimate (%)","2012","30.89693","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
