"Region/Province","Item","Year","Value (Reported value — see source for units)","Source status","Release","Source"
"..Nueva Vizcaya","Annual Per Capita Poverty Threshold  (in Pesos)","2015","22174","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Poverty Incidence among Population Estimate (%)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Poverty Incidence among Population Estimate (%)","2006","14.9704","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Poverty Incidence among Population Estimate (%)","2009","13.25752","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Poverty Incidence among Population Estimate (%)","2012","20.67043","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Poverty Incidence among Population Estimate (%)","2015","13.63982","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Coefficient of Variation","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Coefficient of Variation","2006","28.61944","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Coefficient of Variation","2009","30.41831","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Coefficient of Variation","2012","50.68941","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Coefficient of Variation","2015","19.80422","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Magnitude of Poor Population Estimate","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Magnitude of Poor Population Estimate","2006","57577.22","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Magnitude of Poor Population Estimate","2009","55077","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Magnitude of Poor Population Estimate","2012","86968.06","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Nueva Vizcaya","Magnitude of Poor Population Estimate","2015","51745.63","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Annual Per Capita Poverty Threshold  (in Pesos)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Annual Per Capita Poverty Threshold  (in Pesos)","2006","13182.64069884","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Annual Per Capita Poverty Threshold  (in Pesos)","2009","16395.9043391093","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Annual Per Capita Poverty Threshold  (in Pesos)","2012","19014.2059286839","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Annual Per Capita Poverty Threshold  (in Pesos)","2015","20941","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Poverty Incidence among Population Estimate (%)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Poverty Incidence among Population Estimate (%)","2006","14.64044","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Poverty Incidence among Population Estimate (%)","2009","15.56127","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Poverty Incidence among Population Estimate (%)","2012","21.2089","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Poverty Incidence among Population Estimate (%)","2015","26.50261","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Coefficient of Variation","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Coefficient of Variation","2006","44.31089","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Coefficient of Variation","2009","30.32534","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Coefficient of Variation","2012","22.47117","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Coefficient of Variation","2015","16.42648","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Magnitude of Poor Population Estimate","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Magnitude of Poor Population Estimate","2006","25135.36","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Magnitude of Poor Population Estimate","2009","29265.04","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Magnitude of Poor Population Estimate","2012","41302.91","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Quirino","Magnitude of Poor Population Estimate","2015","53105.77","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Annual Per Capita Poverty Threshold  (in Pesos)","1991","6635.1556633015","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Annual Per Capita Poverty Threshold  (in Pesos)","2006","14422.2728076527","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Annual Per Capita Poverty Threshold  (in Pesos)","2009","18188.3605182426","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Annual Per Capita Poverty Threshold  (in Pesos)","2012","20070.8808208049","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Annual Per Capita Poverty Threshold  (in Pesos)","2015","23200","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Poverty Incidence among Population Estimate (%)","1991","21.14338","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Poverty Incidence among Population Estimate (%)","2006","13.07735","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Poverty Incidence among Population Estimate (%)","2009","13.68875","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Poverty Incidence among Population Estimate (%)","2012","12.94896","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Poverty Incidence among Population Estimate (%)","2015","11.19094","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Coefficient of Variation","1991","7.505526","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Coefficient of Variation","2006","7.391019","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Coefficient of Variation","2009","7.015639","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Coefficient of Variation","2012","7.919447","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Coefficient of Variation","2015","12.20464","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Magnitude of Poor Population Estimate","1991","1381300","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Magnitude of Poor Population Estimate","2006","1217921","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Magnitude of Poor Population Estimate","2009","1329044","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Magnitude of Poor Population Estimate","2012","1340361","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"Region III","Magnitude of Poor Population Estimate","2015","1242071","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Annual Per Capita Poverty Threshold  (in Pesos)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Annual Per Capita Poverty Threshold  (in Pesos)","2006","11883.0774738651","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Annual Per Capita Poverty Threshold  (in Pesos)","2009","14978.619504511","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Annual Per Capita Poverty Threshold  (in Pesos)","2012","18465.9601890305","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Annual Per Capita Poverty Threshold  (in Pesos)","2015","20458","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Poverty Incidence among Population Estimate (%)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Poverty Incidence among Population Estimate (%)","2006","30.45797","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Poverty Incidence among Population Estimate (%)","2009","18.18819","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Poverty Incidence among Population Estimate (%)","2012","30.83171","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Poverty Incidence among Population Estimate (%)","2015","26.27443","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Coefficient of Variation","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Coefficient of Variation","2006","42.45183","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Coefficient of Variation","2009","50.44894","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Coefficient of Variation","2012","33.19962","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Coefficient of Variation","2015","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Magnitude of Poor Population Estimate","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Magnitude of Poor Population Estimate","2006","53281.73","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Magnitude of Poor Population Estimate","2009","31279.3","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Magnitude of Poor Population Estimate","2012","60075.07","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Aurora c/","Magnitude of Poor Population Estimate","2015","57619.06","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Annual Per Capita Poverty Threshold  (in Pesos)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Annual Per Capita Poverty Threshold  (in Pesos)","2006","13862.2439973554","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Annual Per Capita Poverty Threshold  (in Pesos)","2009","17643.2449870306","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Annual Per Capita Poverty Threshold  (in Pesos)","2012","19383.4271761338","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Annual Per Capita Poverty Threshold  (in Pesos)","2015","24770","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Poverty Incidence among Population Estimate (%)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Poverty Incidence among Population Estimate (%)","2006","9.6993","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Poverty Incidence among Population Estimate (%)","2009","7.73396","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Poverty Incidence among Population Estimate (%)","2012","7.11549","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Poverty Incidence among Population Estimate (%)","2015","2.02835","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Coefficient of Variation","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Coefficient of Variation","2006","21.50721","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Coefficient of Variation","2009","23.76587","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Coefficient of Variation","2012","29.07527","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Coefficient of Variation","2015","74.32056","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Magnitude of Poor Population Estimate","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Magnitude of Poor Population Estimate","2006","57937.05","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Magnitude of Poor Population Estimate","2009","51032.79","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Magnitude of Poor Population Estimate","2012","46555.4","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bataan b/","Magnitude of Poor Population Estimate","2015","14793.34","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Annual Per Capita Poverty Threshold  (in Pesos)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Annual Per Capita Poverty Threshold  (in Pesos)","2006","14671.0871149049","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Annual Per Capita Poverty Threshold  (in Pesos)","2009","18434.3020330925","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Annual Per Capita Poverty Threshold  (in Pesos)","2012","19909.591985482","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Annual Per Capita Poverty Threshold  (in Pesos)","2015","21989","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Poverty Incidence among Population Estimate (%)","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Poverty Incidence among Population Estimate (%)","2006","7.27042","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Poverty Incidence among Population Estimate (%)","2009","6.89983","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Poverty Incidence among Population Estimate (%)","2012","7.30876","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Poverty Incidence among Population Estimate (%)","2015","4.46333","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Coefficient of Variation","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Coefficient of Variation","2006","15.67841","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Coefficient of Variation","2009","13.98973","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Coefficient of Variation","2012","18.35622","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Coefficient of Variation","2015","30.22881","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Magnitude of Poor Population Estimate","1991","","..","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Magnitude of Poor Population Estimate","2006","192860.8","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Magnitude of Poor Population Estimate","2009","193819.2","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Magnitude of Poor Population Estimate","2012","227670","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
"..Bulacan b/","Magnitude of Poor Population Estimate","2015","151491.2","","2026-07-09T11-45-08-76271f5a60e0","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3D/0023C3DP020.px"
